time,latitude,longitude,depth,mag,place
2022-05-13T03:23:12.656Z,-56.3268,-27.6218,10.0,5.5,South Sandwich Islands region
2022-05-13T04:00:02.213Z,-24.442,-179.9574,520.45,4.3,south of the Fiji Islands
2022-05-13T09:47:51.401Z,-23.9218,-67.0688,212.88,4.3,"83 km WNW of San Antonio de los Cobres, Argentina"
2022-05-13T15:17:51.265Z,-30.6301,-71.3235,50.82,4.1,"12 km WSW of Ovalle, Chile"
2022-05-13T17:16:23.641Z,-21.5564,-178.7786,564.53,4.4,Fiji region
2022-05-13T19:01:17.086Z,-15.6837,-72.0376,128.51,4.0,"9 km NE of Huambo, Peru"
2022-05-13T19:41:50.342Z,-6.35,102.1972,10.0,4.3,"282 km S of Bengkulu, Indonesia"
2022-05-13T20:14:03.415Z,-16.906,167.6257,31.32,4.5,"91 km SSE of Lakatoro, Vanuatu"
2022-05-14T02:25:21.720Z,-3.0804,139.7286,90.55,5.1,"113 km WSW of Abepura, Indonesia"
2022-05-14T03:59:53.799Z,-24.7397,16.3144,10.0,4.4,"68 km W of Maltahöhe, Namibia"
2022-05-14T05:01:54.354Z,-25.7888,179.8525,486.75,4.4,south of the Fiji Islands
2022-05-14T05:07:22.528Z,-35.7482,-73.5331,10.0,4.3,"107 km WNW of Quirihue, Chile"
2022-05-14T06:32:54.479Z,-56.1019,-26.4706,35.0,4.3,South Sandwich Islands region
2022-05-14T06:52:37.877Z,-26.5039,-177.6444,155.93,4.2,south of the Fiji Islands
2022-05-14T07:28:08.228Z,-59.2185,-25.9065,43.02,4.7,South Sandwich Islands region
2022-05-14T11:47:15.559Z,-23.5731,-66.7726,206.34,4.3,"85 km NNW of San Antonio de los Cobres, Argentina"
2022-05-14T12:21:53.047Z,-29.0266,-176.6459,10.0,4.7,Kermadec Islands region
2022-05-14T12:22:56.540Z,-28.6691,-176.6664,10.0,5.2,Kermadec Islands region
2022-05-14T13:02:52.463Z,-26.3224,178.2612,641.48,4.2,south of the Fiji Islands
2022-05-14T13:50:29.381Z,-6.1435,130.5474,138.67,4.1,"250 km WSW of Tual, Indonesia"
2022-05-14T13:52:06.113Z,-7.0813,129.4977,140.3,4.2,"Kepulauan Babar, Indonesia"
2022-05-14T14:05:05.540Z,-29.0917,-177.5005,78.69,4.5,"Kermadec Islands, New Zealand"
2022-05-14T15:20:02.580Z,-28.7181,-176.8018,10.0,4.9,Kermadec Islands region
2022-05-14T15:32:01.626Z,-42.4857,83.8157,10.0,4.7,Mid-Indian Ridge
2022-05-14T15:39:41.371Z,-24.7549,-179.903,460.16,4.4,south of the Fiji Islands
2022-05-14T15:58:42.696Z,-56.176,-26.8212,72.7,4.5,South Sandwich Islands region
2022-05-14T17:41:11.359Z,-7.0112,129.7525,120.32,4.2,"Kepulauan Babar, Indonesia"
2022-05-14T19:49:04.505Z,-5.4718,152.615,10.0,4.5,"130 km SSE of Kokopo, Papua New Guinea"
2022-05-14T20:13:36.043Z,-40.8712,174.7198,47.3,4.3,"25 km WNW of Paraparaumu, New Zealand"
2022-05-14T21:51:25.426Z,-28.5785,-176.5147,10.0,4.4,Kermadec Islands region
2022-05-14T22:27:28.588Z,-8.4512,-71.5039,579.96,4.6,"87 km WSW of Tarauacá, Brazil"
2022-05-15T00:36:52.680Z,-6.164,142.5687,10.0,4.7,"54 km SW of Tari, Papua New Guinea"
2022-05-15T01:38:51.702Z,-15.9411,-177.3543,424.28,4.1,"197 km SSE of Alo, Wallis and Futuna"
2022-05-15T02:00:02.939Z,-25.843,-70.3344,58.94,4.2,"50 km SSE of Taltal, Chile"
2022-05-15T04:02:17.503Z,-13.8904,167.8662,10.0,4.7,"34 km E of Sola, Vanuatu"
2022-05-15T04:17:58.963Z,-23.7535,-179.777,500.31,4.2,south of the Fiji Islands
2022-05-15T04:29:00.075Z,-34.9855,-74.4864,10.0,4.3,"192 km WNW of Constitución, Chile"
2022-05-15T06:42:09.569Z,-20.5142,-66.9482,235.65,4.3,"14 km WSW of Uyuni, Bolivia"
2022-05-15T07:43:12.295Z,-59.007,-26.1449,35.0,4.3,South Sandwich Islands region
2022-05-15T09:20:36.179Z,-28.7962,-176.5936,10.0,4.8,Kermadec Islands region
2022-05-15T09:22:44.385Z,-28.6927,-176.5473,10.0,4.9,Kermadec Islands region
2022-05-15T11:27:45.083Z,-50.2371,28.9721,10.0,4.7,south of Africa
2022-05-15T12:29:43.469Z,-57.4811,-25.7422,51.3,4.6,South Sandwich Islands region
2022-05-15T13:00:45.939Z,-23.492,-66.7686,200.82,4.4,"Jujuy, Argentina"
2022-05-15T13:34:10.839Z,-31.8695,179.9407,377.22,4.0,Kermadec Islands region
2022-05-15T15:57:33.314Z,-15.679,-174.6765,10.0,4.4,"99 km WNW of Hihifo, Tonga"
2022-05-15T16:03:47.193Z,-44.776,-15.4842,10.0,4.8,southern Mid-Atlantic Ridge
2022-05-15T16:25:06.881Z,-15.2096,167.6011,107.99,4.3,"58 km NE of Luganville, Vanuatu"
2022-05-15T16:49:22.087Z,-5.5998,147.7652,172.57,4.1,"106 km N of Finschhafen, Papua New Guinea"
2022-05-15T16:57:43.781Z,-5.7652,104.1654,100.3,4.2,"126 km WSW of Bandar Lampung, Indonesia"
2022-05-15T18:34:02.301Z,-22.3866,170.3192,10.0,4.6,"268 km ESE of Tadine, New Caledonia"
2022-05-15T20:55:13.200Z,-8.4802,121.2861,191.03,4.3,"57 km NW of Ende, Indonesia"
2022-05-16T01:17:01.237Z,-21.2706,-68.8416,125.39,4.0,"131 km N of Calama, Chile"
2022-05-16T06:28:43.014Z,-5.6797,152.6054,10.0,4.0,"152 km SSE of Kokopo, Papua New Guinea"
2022-05-16T06:41:42.170Z,-15.5289,168.0675,10.0,4.6,"93 km NE of Norsup, Vanuatu"
2022-05-16T08:57:13.612Z,-8.5412,130.2167,10.0,4.1,"Pulau Pulau Tanimbar, Indonesia"
2022-05-16T11:00:58.843Z,-53.6557,140.8823,10.0,4.6,west of Macquarie Island
2022-05-16T11:22:59.307Z,-7.4815,128.6038,121.4,4.6,"211 km ENE of Lospalos, Timor Leste"
2022-05-16T11:43:26.050Z,-0.7598,133.2306,33.6,4.9,"93 km W of Manokwari, Indonesia"
2022-05-16T13:02:55.608Z,-18.0672,-72.9044,10.0,4.2,"146 km SW of Islay (Matarani), Peru"
2022-05-16T13:28:01.893Z,-4.1481,142.0383,85.41,4.6,"86 km W of Ambunti, Papua New Guinea"
2022-05-16T13:30:03.807Z,-17.8897,-73.0888,10.0,4.3,"144 km SW of Islay (Matarani), Peru"
2022-05-16T13:33:44.526Z,-17.918,-73.0711,10.0,4.6,"145 km SW of Islay (Matarani), Peru"
2022-05-16T14:41:48.417Z,-20.8265,-178.3512,563.65,4.0,Fiji region
2022-05-16T15:56:36.340Z,-32.9651,179.8499,200.94,4.1,south of the Kermadec Islands
2022-05-16T16:22:45.243Z,-8.9985,67.2019,10.0,4.4,Mid-Indian Ridge
2022-05-16T18:58:25.037Z,-5.2399,102.0088,23.0,5.8,
2022-05-16T19:39:11.694Z,-6.8,147.519,76.22,4.5,"45 km SW of Finschhafen, Papua New Guinea"
2022-05-16T20:45:04.618Z,-7.4518,156.2296,59.33,4.5,"98 km NW of Gizo, Solomon Islands"
2022-05-16T20:46:58.394Z,-0.5818,135.6541,10.0,4.3,"75 km NW of Insrom, Indonesia"
2022-05-16T22:31:10.371Z,-59.5998,-26.3989,94.59,4.9,South Sandwich Islands region
2022-05-17T01:44:22.402Z,-56.4633,177.7725,10.0,5.5,south of New Zealand
2022-05-17T03:04:23.541Z,-60.3735,-26.6822,10.0,4.6,South Sandwich Islands region
2022-05-17T03:44:27.796Z,-54.3153,-119.5589,10.0,4.5,southern East Pacific Rise
2022-05-17T03:48:39.585Z,-54.2402,-119.7183,10.0,4.6,southern East Pacific Rise
2022-05-17T03:56:20.378Z,-5.6189,-11.5449,10.0,5.0,Ascension Island region
2022-05-17T06:04:28.115Z,-28.4493,-177.0147,38.4,4.4,Kermadec Islands region
2022-05-17T06:07:43.033Z,-18.0246,-177.9056,598.84,4.3,"294 km E of Levuka, Fiji"
2022-05-17T07:11:29.896Z,-3.5778,140.1923,96.62,4.6,"119 km SSW of Abepura, Indonesia"
2022-05-17T07:19:34.526Z,-36.7577,-71.6106,10.0,4.6,"24 km SE of Coihueco, Chile"
2022-05-17T10:21:55.400Z,-6.0106,150.0284,48.46,4.7,"52 km SSW of Kimbe, Papua New Guinea"
2022-05-17T12:41:06.656Z,-8.4255,128.3344,10.0,4.9,"147 km E of Lospalos, Timor Leste"
2022-05-17T12:44:26.781Z,-8.5168,128.2645,10.0,4.5,"139 km E of Lospalos, Timor Leste"
2022-05-17T13:17:46.955Z,-6.5759,131.0137,35.0,4.6,"Pulau Pulau Tanimbar, Indonesia"
2022-05-17T13:58:33.566Z,-17.9678,-177.8071,530.58,4.2,Fiji region
2022-05-17T14:46:44.245Z,-24.1817,-67.35,210.61,4.0,"104 km W of San Antonio de los Cobres, Argentina"
2022-05-17T16:00:53.493Z,-14.9004,-172.7163,10.0,4.4,"129 km SSW of Gataivai, Samoa"
2022-05-17T17:43:10.234Z,-60.4409,-26.0975,10.0,4.3,South Sandwich Islands region
2022-05-17T19:12:21.480Z,-24.23,-178.2505,451.76,4.3,south of the Fiji Islands
2022-05-17T19:56:39.647Z,-19.1691,169.5302,200.8,4.2,"48 km NNE of Isangel, Vanuatu"
2022-05-17T20:18:00.131Z,-22.7755,-66.3484,260.67,4.0,"Jujuy, Argentina"
2022-05-17T20:21:41.196Z,-57.6816,-25.6889,54.81,4.6,South Sandwich Islands region
2022-05-17T21:26:20.144Z,-8.4841,128.2283,10.0,5.0,"135 km E of Lospalos, Timor Leste"
2022-05-17T21:38:01.959Z,-55.9155,-27.6017,73.32,4.2,South Sandwich Islands region
2022-05-17T22:45:44.367Z,-24.0193,-179.8488,523.05,4.4,south of the Fiji Islands
2022-05-17T23:53:24.535Z,-4.4891,102.732,61.08,4.4,"76 km SW of Pagar Alam, Indonesia"
2022-05-18T00:21:17.988Z,-23.6481,-67.0052,231.71,4.3,"94 km NW of San Antonio de los Cobres, Argentina"
2022-05-18T02:09:41.584Z,-6.8275,125.0739,539.96,4.3,"196 km N of Likisá, Timor Leste"
2022-05-18T05:30:31.377Z,-1.5383,-15.7678,10.0,4.5,north of Ascension Island
2022-05-18T05:39:48.508Z,-24.6416,-179.9715,503.95,4.4,south of the Fiji Islands
2022-05-18T10:32:27.078Z,-42.4849,88.4299,10.0,4.3,southeast Indian Ridge
2022-05-18T10:51:57.394Z,-6.0165,150.8836,12.04,4.7,"97 km ESE of Kimbe, Papua New Guinea"
2022-05-18T11:27:08.428Z,-17.9816,-69.828,135.63,4.6,"26 km SSE of Palca, Peru"
2022-05-18T13:09:51.709Z,-56.1827,-27.3427,10.0,4.4,South Sandwich Islands region
2022-05-18T13:36:44.687Z,-28.6852,-176.5945,10.0,4.6,
2022-05-18T15:27:23.764Z,-56.9346,-26.113,65.74,4.5,South Sandwich Islands region
2022-05-18T19:20:26.775Z,-17.1719,-65.7278,10.0,4.2,"Cochabamba, Bolivia"
2022-05-18T19:26:29.578Z,-19.9524,-177.6102,501.41,4.4,"283 km WNW of Haveluloto, Tonga"
2022-05-18T20:23:49.439Z,-58.7576,-25.3496,31.63,5.4,South Sandwich Islands region
2022-05-18T23:09:30.816Z,-27.9577,64.993,10.0,4.6,Southwest Indian Ridge
2022-05-19T00:59:59.187Z,-5.3915,146.8717,166.64,4.1,"121 km E of Madang, Papua New Guinea"
2022-05-19T01:21:57.275Z,-17.1656,-174.1647,130.67,4.3,"139 km SSW of Hihifo, Tonga"
2022-05-19T01:50:24.629Z,-55.1041,-126.9502,10.0,5.2,southern East Pacific Rise
2022-05-19T01:51:28.486Z,-54.8744,-126.8188,10.0,5.7,
2022-05-19T02:24:53.021Z,-58.796,-25.3186,35.0,5.1,South Sandwich Islands region
2022-05-19T02:48:56.238Z,-19.7776,-177.593,571.3,4.3,"291 km WNW of Haveluloto, Tonga"
2022-05-19T03:29:07.960Z,-57.0856,-25.4232,35.0,5.3,South Sandwich Islands region
2022-05-19T03:45:59.066Z,-29.7216,-176.0908,10.0,4.4,Kermadec Islands region
2022-05-19T03:47:13.509Z,-15.8421,67.1901,10.0,4.4,Mid-Indian Ridge
2022-05-19T03:59:16.066Z,-11.9938,122.5819,10.0,4.3,"230 km SSW of Kupang, Indonesia"
2022-05-19T04:13:23.653Z,-24.1016,179.9901,526.58,4.3,south of the Fiji Islands
2022-05-19T04:52:43.357Z,-5.1894,153.9883,122.46,4.2,"207 km NW of Panguna, Papua New Guinea"
2022-05-19T05:05:15.917Z,-21.7217,-179.235,591.28,4.5,Fiji region
2022-05-19T06:14:36.235Z,-63.8422,176.1959,10.0,4.2,Balleny Islands region
2022-05-19T09:23:53.245Z,-16.193,-173.9203,122.0,5.8,Tonga
2022-05-19T10:06:52.194Z,-29.5787,-68.6929,10.0,4.4,"73 km N of San José de Jáchal, Argentina"
2022-05-19T10:10:55.795Z,-54.019,159.1177,10.0,5.6,Macquarie Island region
2022-05-19T10:13:31.625Z,-54.132,159.0545,10.0,6.9,
2022-05-19T12:23:25.182Z,-21.9795,-177.8549,356.09,4.3,"288 km WSW of Haveluloto, Tonga"
2022-05-19T12:38:28.873Z,-17.3986,-178.7578,548.3,4.7,"217 km ENE of Levuka, Fiji"
2022-05-19T13:17:05.055Z,-53.9602,159.1332,10.0,4.5,Macquarie Island region
2022-05-19T13:34:35.331Z,-5.8191,154.7208,144.08,4.2,"100 km WNW of Panguna, Papua New Guinea"
2022-05-19T15:09:14.142Z,-54.0747,159.0499,10.0,4.5,Macquarie Island region
2022-05-19T16:19:05.526Z,-53.9875,159.189,7.11,4.6,Macquarie Island region
2022-05-19T17:46:56.970Z,-20.4938,-177.7858,533.63,4.2,"277 km WNW of Haveluloto, Tonga"
2022-05-19T18:41:11.936Z,-56.0107,-26.6917,37.96,4.9,South Sandwich Islands region
2022-05-20T00:04:11.668Z,-14.9263,-76.343,10.0,4.7,"106 km SW of Santiago, Peru"
2022-05-20T01:24:51.451Z,-20.315,169.2435,35.0,4.4,"85 km S of Isangel, Vanuatu"
2022-05-20T04:22:05.197Z,-58.795,-25.3641,35.0,4.2,South Sandwich Islands region
2022-05-20T06:57:33.538Z,-30.0733,-177.5667,26.42,4.9,"Kermadec Islands, New Zealand"
2022-05-20T09:02:53.171Z,-16.0171,168.3352,158.77,4.1,"98 km E of Lakatoro, Vanuatu"
2022-05-20T09:07:46.967Z,-29.5345,-72.0046,19.64,5.7,"79 km NW of Coquimbo, Chile"
2022-05-20T15:12:18.496Z,-57.918,-25.6378,30.52,4.5,South Sandwich Islands region
2022-05-20T15:46:53.738Z,-20.697,-178.13,529.43,4.0,Fiji region
2022-05-20T17:22:55.322Z,-16.7598,-177.0515,394.06,4.3,"293 km SSE of Alo, Wallis and Futuna"
2022-05-20T17:31:58.051Z,-23.8741,-177.6945,205.78,4.0,south of the Fiji Islands
2022-05-20T19:14:25.910Z,-10.2614,153.1957,10.0,4.6,"280 km E of Samarai, Papua New Guinea"
2022-05-20T21:15:43.494Z,-20.7762,-69.2239,104.56,4.1,"114 km ESE of Iquique, Chile"
2022-05-20T23:12:19.756Z,-19.39,169.3074,143.14,4.6,"17 km N of Isangel, Vanuatu"
2022-05-20T23:47:48.242Z,-27.0158,-70.826,40.89,4.3,"62 km NW of Copiapó, Chile"
2022-05-21T00:30:07.890Z,-10.2454,153.3329,10.0,4.4,"295 km E of Samarai, Papua New Guinea"
2022-05-21T04:34:03.178Z,-6.8607,126.9642,397.44,4.1,"183 km N of Lospalos, Timor Leste"
2022-05-21T04:37:13.283Z,-8.4129,124.1993,148.27,4.4,"89 km NNW of Pante Makasar, Timor Leste"
2022-05-21T05:44:59.496Z,-29.853,-176.7303,10.0,4.4,Kermadec Islands region
2022-05-21T08:02:58.563Z,-15.7496,67.2249,10.0,4.5,Mid-Indian Ridge
2022-05-21T08:29:15.282Z,-4.698,102.6699,59.12,4.8,"98 km SW of Pagar Alam, Indonesia"
2022-05-21T09:20:28.805Z,-15.3421,-173.313,10.0,4.5,Tonga
2022-05-21T09:56:07.529Z,-32.5696,-71.7857,27.34,4.2,"53 km WSW of La Ligua, Chile"
2022-05-21T12:33:06.770Z,-7.3342,128.0953,129.27,4.1,"178 km NE of Lospalos, Timor Leste"
2022-05-21T13:13:13.055Z,-6.7298,108.9333,257.82,4.3,"16 km N of Bulakamba, Indonesia"
2022-05-21T13:41:46.163Z,-20.5483,-69.1417,101.11,4.4,"111 km ESE of Iquique, Chile"
2022-05-21T16:05:36.939Z,-16.9367,-178.494,555.88,4.2,"235 km ESE of Labasa, Fiji"
2022-05-21T19:42:54.110Z,-24.4364,179.8481,510.73,4.4,south of the Fiji Islands
2022-05-21T19:44:50.125Z,-5.5382,97.652,10.0,4.3,"southwest of Sumatra, Indonesia"
2022-05-21T21:38:44.208Z,-18.1283,167.6286,10.0,4.1,"84 km WSW of Port-Vila, Vanuatu"
2022-05-21T22:40:39.327Z,-16.1452,-174.8306,279.9,4.8,"112 km W of Hihifo, Tonga"
2022-05-22T02:27:01.244Z,-22.1933,-179.5392,597.8,4.7,south of the Fiji Islands
2022-05-22T03:31:28.558Z,-22.4161,173.047,42.64,4.3,southeast of the Loyalty Islands
2022-05-22T04:27:35.888Z,-57.2868,157.6074,10.0,4.2,Macquarie Island region
2022-05-22T07:06:28.470Z,-26.2125,178.4501,603.79,6.3,south of the Fiji Islands
2022-05-22T07:09:56.104Z,-26.4172,178.5374,608.01,5.0,south of the Fiji Islands
2022-05-22T07:40:03.508Z,-26.3246,178.5417,596.22,4.5,south of the Fiji Islands
2022-05-22T07:41:40.907Z,-26.3044,178.4565,599.39,5.1,south of the Fiji Islands
2022-05-22T08:41:06.628Z,-10.2119,153.1849,10.0,4.5,"279 km E of Samarai, Papua New Guinea"
2022-05-22T09:18:46.223Z,-10.3429,153.3327,10.0,4.6,"293 km E of Samarai, Papua New Guinea"
2022-05-22T11:54:23.653Z,-12.4775,167.4457,280.09,4.1,"155 km N of Sola, Vanuatu"
2022-05-22T13:41:28.392Z,-26.1732,178.321,581.68,4.7,south of the Fiji Islands
2022-05-22T13:47:01.952Z,-26.0863,178.4056,587.93,4.9,south of the Fiji Islands
2022-05-22T14:32:37.015Z,-21.1983,-68.5056,135.23,4.0,"145 km NNE of Calama, Chile"
2022-05-22T15:48:41.547Z,-5.1751,151.791,97.58,4.2,"106 km SSW of Kokopo, Papua New Guinea"
2022-05-22T16:00:14.697Z,-24.4206,-179.9169,494.6,4.3,south of the Fiji Islands
2022-05-22T16:06:41.625Z,-6.019,148.6267,78.06,4.8,"104 km WNW of Kandrian, Papua New Guinea"
2022-05-22T16:22:58.348Z,-4.9499,146.7046,10.0,4.3,"106 km ENE of Madang, Papua New Guinea"
2022-05-22T16:22:59.261Z,-10.3003,161.3944,92.04,4.5,"60 km WNW of Kirakira, Solomon Islands"
2022-05-22T17:38:15.566Z,-0.4777,99.6588,81.85,4.6,"53 km WNW of Pariaman, Indonesia"
2022-05-22T19:23:53.328Z,-31.2971,-67.9492,57.85,4.5,"50 km NE of Caucete, Argentina"
2022-05-22T21:18:11.774Z,-6.0636,148.6746,83.58,4.4,"97 km W of Kandrian, Papua New Guinea"
2022-05-22T22:13:24.830Z,-37.8985,176.3475,178.89,4.4,"17 km SSW of Maketu, New Zealand"
2022-05-22T23:20:13.222Z,-34.967,-179.7721,35.0,4.5,south of the Kermadec Islands
2022-05-23T03:38:07.523Z,-18.912,167.774,10.0,4.5,"142 km SSW of Port-Vila, Vanuatu"
2022-05-23T04:51:37.294Z,-5.821,147.176,86.03,4.3,"101 km NNE of Lae, Papua New Guinea"
2022-05-23T06:51:43.890Z,-30.4623,-177.5692,10.0,4.5,"Kermadec Islands, New Zealand"
2022-05-23T06:55:48.954Z,-30.4827,-177.44,10.0,4.6,"Kermadec Islands, New Zealand"
2022-05-23T06:59:48.858Z,-30.4164,-177.5529,10.0,4.5,"Kermadec Islands, New Zealand"
2022-05-23T07:15:28.099Z,-17.6683,-68.212,220.39,4.3,"32 km NE of Curahuara de Carangas, Bolivia"
2022-05-23T07:51:31.716Z,-23.4216,-179.5886,558.6,4.3,south of the Fiji Islands
2022-05-23T09:26:54.363Z,-56.5825,-24.055,10.0,4.6,South Sandwich Islands region
2022-05-23T09:29:10.592Z,-22.7718,-179.641,541.14,4.5,south of the Fiji Islands
2022-05-23T11:58:02.250Z,-58.0348,-25.2664,23.0,5.5,South Sandwich Islands region
2022-05-23T12:32:00.150Z,-4.7307,102.6334,58.6,4.9,"103 km SW of Pagar Alam, Indonesia"
2022-05-23T13:07:18.317Z,-15.7513,-174.9933,10.0,5.0,"130 km W of Hihifo, Tonga"
2022-05-23T13:13:32.298Z,-17.822,-178.509,563.49,4.5,Fiji region
2022-05-23T13:25:59.006Z,-15.6965,-174.6171,10.0,4.2,"92 km WNW of Hihifo, Tonga"
2022-05-23T14:12:48.541Z,-30.605,-177.3727,10.0,4.6,"Kermadec Islands, New Zealand"
2022-05-23T14:23:18.148Z,-5.1051,151.2682,119.66,5.2,"134 km ENE of Kimbe, Papua New Guinea"
2022-05-23T17:46:16.679Z,-23.1342,171.8417,10.0,4.9,southeast of the Loyalty Islands
2022-05-23T18:31:15.845Z,-18.0368,-178.3052,583.97,4.2,"251 km E of Levuka, Fiji"
2022-05-23T19:26:36.011Z,-17.0791,167.4955,10.0,5.6,"108 km S of Lakatoro, Vanuatu"
2022-05-23T19:33:12.548Z,-57.0913,-25.7835,74.98,4.9,South Sandwich Islands region
2022-05-23T19:46:11.918Z,-17.0061,167.4513,10.0,4.4,"100 km S of Lakatoro, Vanuatu"
2022-05-23T22:33:25.869Z,-55.4811,-29.5956,10.0,5.2,South Sandwich Islands region
2022-05-24T01:05:02.550Z,-57.1748,-26.7871,10.0,4.4,South Sandwich Islands region
2022-05-24T03:07:44.005Z,-6.6978,129.5046,127.74,4.3,Banda Sea
2022-05-24T03:34:27.336Z,-22.4549,-67.6563,176.2,4.3,"75 km NE of San Pedro de Atacama, Chile"
2022-05-24T03:37:27.736Z,-20.7361,-174.0397,10.0,4.9,"107 km SSE of Pangai, Tonga"
2022-05-24T03:47:39.428Z,-28.1411,-70.8829,47.07,4.7,"49 km NNW of Vallenar, Chile"
2022-05-24T04:00:34.963Z,-15.3269,-176.216,568.59,4.4,"226 km S of Mata-Utu, Wallis and Futuna"
2022-05-24T04:03:37.112Z,-18.9028,-177.6353,520.75,4.3,Fiji region
2022-05-24T05:13:52.599Z,-6.0311,142.5359,10.0,4.2,"49 km WSW of Tari, Papua New Guinea"
2022-05-24T05:37:16.660Z,-30.0495,-179.1846,309.69,4.5,Kermadec Islands region
2022-05-24T06:46:02.118Z,-3.1166,130.0245,10.0,4.3,"125 km ENE of Amahai, Indonesia"
2022-05-24T09:14:59.331Z,-17.6952,27.4567,10.0,4.7,"14 km SE of Binga, Zimbabwe"
2022-05-24T11:24:19.288Z,-28.2806,-178.211,199.11,4.2,Kermadec Islands region
2022-05-24T11:27:34.916Z,-9.2424,158.9781,26.36,4.0,"95 km WNW of Malango, Solomon Islands"
2022-05-24T12:57:59.372Z,-17.6213,-69.5902,156.0,5.5,"42 km ENE of Palca, Peru"
2022-05-24T13:34:42.092Z,-23.6528,-179.5583,524.48,4.7,south of the Fiji Islands
2022-05-24T16:08:06.297Z,-6.299,130.2967,112.54,4.0,"281 km WSW of Tual, Indonesia"
2022-05-24T17:34:59.757Z,-34.7576,-71.8399,26.23,3.8,"45 km WSW of Santa Cruz, Chile"
2022-05-24T18:28:11.431Z,-20.4831,-177.6866,505.64,5.0,"267 km WNW of Haveluloto, Tonga"
2022-05-24T18:28:37.039Z,-20.4915,-177.6278,483.4,4.7,"261 km WNW of Haveluloto, Tonga"
2022-05-24T19:04:24.173Z,-19.0572,167.7568,10.0,4.8,"157 km SSW of Port-Vila, Vanuatu"
2022-05-24T19:08:54.644Z,-4.4152,153.4453,110.8,4.2,"130 km E of Kokopo, Papua New Guinea"
2022-05-24T19:19:40.297Z,-24.2752,-115.3625,10.0,4.5,southern East Pacific Rise
2022-05-24T19:56:41.983Z,-21.8557,-179.3615,589.92,4.0,Fiji region
2022-05-24T21:18:18.614Z,-5.5503,103.8782,54.49,4.9,"137 km SW of Kotabumi, Indonesia"
2022-05-24T22:13:46.028Z,-3.95,-102.8446,10.0,4.6,central East Pacific Rise
2022-05-25T01:25:00.796Z,-14.0648,66.1837,10.0,4.4,
2022-05-25T01:55:25.051Z,-30.4169,-177.8607,11.93,4.4,"Kermadec Islands, New Zealand"
2022-05-25T04:02:38.485Z,-18.5789,168.9662,218.44,4.0,"111 km NNW of Isangel, Vanuatu"
2022-05-25T05:59:07.928Z,-30.3343,-178.0382,59.16,4.6,"Kermadec Islands, New Zealand"
2022-05-25T07:02:15.440Z,-22.2801,-179.3828,590.69,4.2,south of the Fiji Islands
2022-05-25T09:57:54.622Z,-20.8648,-178.2378,565.28,4.0,Fiji region
2022-05-25T13:07:21.345Z,-21.3173,-67.2762,197.09,4.5,"105 km SSW of Uyuni, Bolivia"
2022-05-25T15:05:14.143Z,-4.4093,93.1737,10.0,5.2,South Indian Ocean
2022-05-25T15:27:54.036Z,-17.2011,-174.5021,162.82,4.3,"157 km SSW of Hihifo, Tonga"
2022-05-25T15:29:00.599Z,-57.2382,147.7314,10.0,4.6,west of Macquarie Island
2022-05-25T16:05:36.771Z,-8.626,-74.6141,10.0,4.5,"19 km NNE of Honoria, Peru"
2022-05-25T16:15:49.143Z,-8.6486,130.2624,10.0,4.3,"Pulau Pulau Tanimbar, Indonesia"
2022-05-25T17:00:06.301Z,-52.2182,14.1949,10.0,4.5,southwest of Africa
2022-05-25T18:31:07.227Z,-15.5963,-173.3434,35.0,4.3,"62 km NE of Hihifo, Tonga"
2022-05-25T20:55:37.952Z,-8.8291,118.384,89.16,4.3,"33 km SSW of Dompu, Indonesia"
2022-05-25T22:51:43.304Z,-21.8916,-69.7599,67.26,4.5,"50 km ENE of Tocopilla, Chile"
2022-05-25T23:41:02.527Z,-17.9948,-174.3264,10.0,5.0,"81 km NNW of Neiafu, Tonga"
2022-05-25T23:56:47.832Z,-7.3731,128.8164,130.3,4.2,"237 km ENE of Lospalos, Timor Leste"
2022-05-26T00:05:56.817Z,-15.9509,-173.8569,104.75,4.7,"6 km W of Hihifo, Tonga"
2022-05-26T01:55:57.668Z,-20.5329,-67.9076,164.34,4.3,"104 km WSW of Colchani, Bolivia"
2022-05-26T02:14:14.730Z,-5.9308,147.2577,69.08,4.3,"eastern New Guinea region, Papua New Guinea"
2022-05-26T02:25:07.346Z,-29.6769,-176.6814,10.0,4.7,Kermadec Islands region
2022-05-26T03:42:49.989Z,-6.5659,147.4722,62.12,4.3,"41 km W of Finschhafen, Papua New Guinea"
2022-05-26T04:11:42.249Z,-22.2163,170.2881,10.0,4.3,"259 km ESE of Tadine, New Caledonia"
2022-05-26T06:27:52.437Z,-5.5774,151.412,94.47,4.5,"141 km E of Kimbe, Papua New Guinea"
2022-05-26T08:15:46.706Z,-29.6314,-177.8293,74.45,4.4,"Kermadec Islands, New Zealand"
2022-05-26T08:28:58.991Z,-21.0903,-67.7187,211.15,4.2,"116 km SW of Uyuni, Bolivia"
2022-05-26T08:32:54.836Z,-4.3963,134.0509,10.0,4.5,"197 km SW of Nabire, Indonesia"
2022-05-26T08:44:18.867Z,-18.2725,-177.5589,391.03,4.9,Fiji region
2022-05-26T10:32:27.216Z,-30.1171,-176.8782,10.0,4.4,Kermadec Islands region
2022-05-26T12:02:21.110Z,-14.9076,-70.2924,236.0,7.2,"10 km W of Azángaro, Peru"
